id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
564;"BTB Bildungszentrum GmbH";"PflMigr_1-16     Pflegebasiskurs mit Sprachförderung DaZ";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-18;2016-10-31;121.256;49,92%;60.72;10178;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
567;"SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH";"Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug I";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-18;2016-10-17;118.62;49,92%;59.4;13129;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
570;"SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH";"Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug I";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-18;2016-10-17;118.62;49,92%;59.4;13129;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
573;"Bethania Diakonie gGmbH";"Frauen auf dem Weg - Gesamtqualifikation Kiezmütter";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-15;2016-12-31;169.758;49,92%;85.008;10551;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
576;"Bethania Diakonie gGmbH";"Frauen auf dem Weg - Gesamtqualifikation Kiezmütter";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-15;2016-12-31;169.758;49,92%;85.008;10551;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
579;"Gemeinnützige Servicegesellschaft zur Förderung des Landschafts-, Natur- und Umweltschutzes mbH";"(geprüfter) Natur- und Landschaftspfleger*in, Modul 1 und 2";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-06-01;2016-12-31;49.425;49,92%;24.75;10787;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
582;"Gemeinnützige Servicegesellschaft zur Förderung des Landschafts-, Natur- und Umweltschutzes mbH";"(geprüfter) Natur- und Landschaftspfleger*in, Modul 1 und 2";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-06-01;2016-12-31;49.425;49,92%;24.75;10787;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
585;"Bildung und Integration e.V.";"Bürokaufleute mit berufsbezogenem Sprachanteil (3.2016)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-25;2016-10-24;92.787;49,92%;46.464;10715;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
588;"Bildung und Integration e.V.";"Bürokaufleute mit berufsbezogenem Sprachanteil (3.2016)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-25;2016-10-24;92.787;49,92%;46.464;10715;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
591;"Bildung und Integration e.V.";"Bürokaufleute mir Berufsbezogenem Sprachanteil (4.2016)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-25;2016-10-24;92.787;49,92%;46.464;10715;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
594;"Bildung und Integration e.V.";"Bürokaufleute mir Berufsbezogenem Sprachanteil (4.2016)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-04-25;2016-10-24;92.787;49,92%;46.464;10715;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
597;"A&QUA gGmbH";"Veranstaltungsmanagement mit integrierter Deutsch-Förderung";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-05-02;2016-10-31;91.1;49,92%;45.619;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
600;"A&QUA gGmbH";"Veranstaltungsmanagement mit integrierter Deutsch-Förderung";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-05-02;2016-10-31;91.1;49,92%;45.619;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
603;"A&QUA gGmbH";"Online-Marketing & Social Media mit integrierter Deutsch-Förderung";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-06-20;2016-12-15;91.1;49,92%;45.619;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
606;"A&QUA gGmbH";"Online-Marketing & Social Media mit integrierter Deutsch-Förderung";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2016-06-20;2016-12-15;91.1;49,92%;45.619;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
609;"BUS gGmbH";"LiVeMAP    – LAG im Verbund für Menschen, Arbeitgeber und Partner";"Aktive Gestaltung des Übergangs behinderter Menschen von den Werkstätten (WfbM) in den 1. Arbeitsmarkt durch: 
  - Qualifizierungsmaßnahmen zur  Integration in das Arbeits- und Berufsleben 
- Erprobung der Arbeitsbelastung bzw. der im Projekt erworbenen Kenntnisse und Fertigkeiten 
- Coaching und eine sozialpädagogische Betreuung 
- Kompetenzbilanzierung bei Eintritt in die Maßnahme sowie Messung des Kompetenzfortschritts bei Beendigung der Maßnahme. 
  Zielgruppe: 
Menschen mit Behinderungen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-10-01;2018-09-30;455.517;49%;232.313;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
612;"FrauenComputerZentrumBerlin e. V.";"Berufseinstieg inklusive";"Im hier vorgestellten Modell-Projekt werden Konzepte zur Umsetzung einer Reha-spezifischen berufsvorbereitenden Bildungsmaßnahme (BvB) im Bereich Hauswirtschaft/Pflege sowie einer neuen Ausbildung &bdquo;Fach-praktiker/in für personale Dienstleistungen&ldquo; entwickelt. Die BvB wird in mehreren Durchgängen erprobt und evaluiert
Parallel zur Arbeit mit den Teilnehmenden (TN) werden Konzepte für das &bdquo;Aufschließen&ldquo; der Unternehmen hinsichtlich der generellen Ausbildungsbereitschaft und speziell der Aufnahme von Beschäftigten mit Behinderungen entwickelt, mit kooperierenden Unternehmen erprobt und evaluiert. Die Unternehmen werden in ihrer Personalentwicklung und ihrem Diversity-Management unterstützt. Ca. 20 Unternehmen sind beteiligt, erwerben Ausbildungs- und Zielgruppen-Know-how, ausbildende Mitarbeitende erlangen reha-pädagogische und DiversityKompetenzen.
So wird mit der Projektumsetzung die soziale Integration und die Beschäftigungsfähigkeit von Personen mit besonderem Unterstützungsbedarf am Arbeitsmarkt gestärkt.";2016-08-01;2018-01-31;430.277;79,73%;13.687;10997;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
615;"BUS gGmbH";"LiVeMAP    – LAG im Verbund für Menschen, Arbeitgeber und Partner";"Aktive Gestaltung des Übergangs behinderter Menschen von den Werkstätten (WfbM) in den 1. Arbeitsmarkt durch: 
  - Qualifizierungsmaßnahmen zur  Integration in das Arbeits- und Berufsleben 
- Erprobung der Arbeitsbelastung bzw. der im Projekt erworbenen Kenntnisse und Fertigkeiten 
- Coaching und eine sozialpädagogische Betreuung 
- Kompetenzbilanzierung bei Eintritt in die Maßnahme sowie Messung des Kompetenzfortschritts bei Beendigung der Maßnahme. 
  Zielgruppe: 
Menschen mit Behinderungen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-10-01;2018-09-30;455.517;49%;232.313;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
618;"pro futura Bildung & soziale Dienste GmbH";"Geprüfte Betreuungsfachkraft gemäß Richtlinien nach § 87b Abs. 3 SGB XI";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.
Die Änderung des Ursprungsantrags wurde notwendig, weil nicht ausreichend Teilnehmende gefunden werden konnten. Der Antrag wurde deshalb verkürzt und die Teilnehmeranzahl reduzuiert (siehe dazu die Begründung unter 5.1 und 5.7)";2016-04-25;2016-06-03;5.693;49,92%;2.851;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
621;"FrauenComputerZentrumBerlin e. V.";"Berufseinstieg inklusive";"Im hier vorgestellten Modell-Projekt werden Konzepte zur Umsetzung einer Reha-spezifischen berufsvorbereitenden Bildungsmaßnahme (BvB) im Bereich Hauswirtschaft/Pflege sowie einer neuen Ausbildung &bdquo;Fach-praktiker/in für personale Dienstleistungen&ldquo; entwickelt. Die BvB wird in mehreren Durchgängen erprobt und evaluiert
Parallel zur Arbeit mit den Teilnehmenden (TN) werden Konzepte für das &bdquo;Aufschließen&ldquo; der Unternehmen hinsichtlich der generellen Ausbildungsbereitschaft und speziell der Aufnahme von Beschäftigten mit Behinderungen entwickelt, mit kooperierenden Unternehmen erprobt und evaluiert. Die Unternehmen werden in ihrer Personalentwicklung und ihrem Diversity-Management unterstützt. Ca. 20 Unternehmen sind beteiligt, erwerben Ausbildungs- und Zielgruppen-Know-how, ausbildende Mitarbeitende erlangen reha-pädagogische und DiversityKompetenzen.
So wird mit der Projektumsetzung die soziale Integration und die Beschäftigungsfähigkeit von Personen mit besonderem Unterstützungsbedarf am Arbeitsmarkt gestärkt.";2016-08-01;2018-01-31;430.277;79,73%;13.687;10997;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
624;"pro futura Bildung & soziale Dienste GmbH";"Geprüfte Betreuungsfachkraft gemäß Richtlinien nach § 87b Abs. 3 SGB XI";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.
Die Änderung des Ursprungsantrags wurde notwendig, weil nicht ausreichend Teilnehmende gefunden werden konnten. Der Antrag wurde deshalb verkürzt und die Teilnehmeranzahl reduzuiert (siehe dazu die Begründung unter 5.1 und 5.7)";2016-04-25;2016-06-03;5.693;49,92%;2.851;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
627;"BUS gGmbH";"""BWB-BAK: Beratung, Akquise, Karriere“";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können 
 Förderschwerpunkt 2 - Qualifizierungsmaßnahmen, die den Übergang behinderter Menschen von den Werkstätten (WfbM) in den 1. Arbeitsmarkt aktiv gestalten 
- durch Integration der o.g. Zielgruppe in das Arbeits- und Berufsleben, 
- durch Erprobung der Arbeitsbelastung bzw. der im Projekt erworbenen Kenntnisse und Fertigkeiten sowie 
- Coaching und eine sozialpädagogische Betreuung 
- Kompetenzbilanzierung bei Eintritt in die Maßnahme sowie Messung des Kompetenzfortschritts bei Beendigung der Maßnahme.";2016-10-01;2018-09-30;409.402;49%;208.795;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
630;"BUS gGmbH";"""BWB-BAK: Beratung, Akquise, Karriere“";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können 
 Förderschwerpunkt 2 - Qualifizierungsmaßnahmen, die den Übergang behinderter Menschen von den Werkstätten (WfbM) in den 1. Arbeitsmarkt aktiv gestalten 
- durch Integration der o.g. Zielgruppe in das Arbeits- und Berufsleben, 
- durch Erprobung der Arbeitsbelastung bzw. der im Projekt erworbenen Kenntnisse und Fertigkeiten sowie 
- Coaching und eine sozialpädagogische Betreuung 
- Kompetenzbilanzierung bei Eintritt in die Maßnahme sowie Messung des Kompetenzfortschritts bei Beendigung der Maßnahme.";2016-10-01;2018-09-30;409.402;49%;208.795;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
633;"BUS gGmbH";"BWB-Berufschule und praktische Erprobung auf dem Ersten Arbeitsmarkt";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können 
 
  Förderschwerpunkt 2 - Qualifizierungsmaßnahmen, die den Übergang behinderter Menschen von den Werkstätten (WfbM) in den 1. Arbeitsmarkt aktiv gestalten durch 
- Integration der o.g. Zielgruppe in das Arbeits- und Berufsleben, 
- Erprobung der Arbeitsbelastung bzw. der im Projekt erworbenen Kenntnisse und Fertigkeiten, 
- Coaching und eine sozialpädagogische Betreuung, 
- Kompetenzbilanzierung bei Eintritt in die Maßnahme sowie Messung des Kompetenzfortschritts bei Beendigung der Maßnahme.";2016-10-01;2018-09-30;385.063;49%;196.399;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
